Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"def resolve_ref(ref_string, current_doc):
      
      parts = ref_string.split(""/"")
      [IF_MASK]
        raise ValueError(f""External references not supported: {ref_string}"")

      current = current_doc
      for part in parts[1:]:
        if part in current:
          current = current[part]
        else:
          return None  # Reference not found
      return current",false,"      if parts[0] != ""#"":","ĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġbasestring ): 1 : 1 : 1 : 1 : 1 : 1 : 1 : 1 ] Ġ== Ġ0 : : : : : : : : : : : : :",100.0
"def toggle_light(light_name: str, state: bool) -> dict[str, Any]:
    
    [IF_MASK]
        return {""error"": ""Bridge not connected"", ""success"": False}
    try:
        result = bridge.set_light(light_name, ""on"", state)
        return {
            ""light"": light_name,
            ""set_on_state"": state,
            ""success"": True,
            ""phue2_result"": result,
        }
    except (KeyError, PhueException, Exception) as e:
        return handle_phue_error(light_name, ""toggle_light"", e)",false,    if not (bridge :,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ"" name "": path ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def list_files(relative_path: str = """") -> List[str]:
    
    path = (CONTEXT_PATH / relative_path).resolve()
    [IF_MASK]
        return [f""Access denied: {relative_path}""]
    if not path.exists() or not path.is_dir():
        return [f""Not a directory: {relative_path}""]
    return os.listdir(path)",false,    if not str(path).startswith(str(CONTEXT_PATH)):,ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def process_query(ner_query):
            
            candidate_entities = self.ner.invoke(ner_query, **kwargs)
            for candidate_entity in candidate_entities:
                query_type = candidate_entity.get_entity_first_type_or_un_std()

                ner_id = f""{candidate_entity.entity_name}_{query_type}""
                [IF_MASK]
                    ner_maps[ner_id] = {
                        ""candidate"": candidate_entity,
                        ""query"": ner_query,
                        ""query_type"": query_type,
                    }",false,                if ner_id not in ner_maps:,"ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id , Ġ"" id '):",100.0
"def _generate_context(self) -> str:
        
        context_parts = []

        for idx, intent in enumerate(self.intents.values(), 1):
            description = (
                f""{idx}. Intent: {intent.name}\nDescription: {intent.description}""
            )

            [IF_MASK]
                examples = ""\n"".join(f""- {example}"" for example in intent.examples)
                description += f""\nExamples:\n{examples}""

            if intent.metadata:
                metadata = ""\n"".join(
                    f""- {key}: {value}"" for key, value in intent.metadata.items()
                )
                description += f""\nAdditional Information:\n{metadata}""

            context_parts.append(description)

        return ""\n\n"".join(context_parts)",false,            if intent.examples:,ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . is _ name ): ): ( self . name ): ): ( self . name ): ( self . name ): ): ( self . name ): ( self . name ): ( self . name ): (,100.0
"def from_orm_with_collection_mapping(cls, obj):
        
        # Convert to dict and filter out SQLAlchemy internal attributes
        obj_dict = {k: v for k, v in obj.__dict__.items() if not k.startswith(""_"")}

        # Map the readable_collection_id to collection if needed
        [IF_MASK]
            obj_dict[""collection""] = obj.readable_collection_id

        return cls.model_validate(obj_dict)",false,"        if hasattr(obj, ""readable_collection_id""):",ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id ): ): ): ): ): ): ): ): ): ): ): : ): ): ): : ): ): ):,100.0
"def _replace_agentlist_placeholder(cls: Type[""GroupManagerSelectionMessageContextStr""], v: Any) -> Union[str, Any]:  # noqa: N805
        
        [IF_MASK]
            if ""{agentlist}"" in v:
                return v.replace(""{agentlist}"", ""<<agent_list>>"")  # Perform the replacement
            else:
                return v  # If no replacement is needed, return the original value
        return """"",false,"        if isinstance(v, str):","ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( value , Ġbasestring ): ): ): ): ): ): ): ): ): ): 1 ): ): ): ): ): ): ): ): ): ): ): ): ): ): ):",100.0
"def from_pretrained0802(self, config_path, model_path):
        
        model = self.from_hparams0802(config_path)
        state_dict_raw = torch.load(model_path, map_location=""cpu"")['state_dict']
        state_dict = dict()
        for k, v in state_dict_raw.items():
            [IF_MASK]
                state_dict[k] = v
        # if isinstance(model.feature_extractor, EncodecFeatures):
        #     encodec_parameters = {
        #         ""feature_extractor.encodec."" + key: value
        #         for key, value in model.feature_extractor.encodec.state_dict().items()
        #     }
        #     state_dict.update(encodec_parameters)
        model.load_state_dict(state_dict)
        model.eval()
        return model",false,            if k.startswith('backbone.') or k.startswith('head.') or k.startswith('feature_extractor.'):,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def from_mcp_tool_result(
        cls, result: CallToolResult, tool_use_id: str
    ) -> types.Content:
        
        [IF_MASK]
            function_response = {""error"": str(result.content)}
        else:
            function_response_parts = mcp_content_to_google_parts(result.content)
            function_response = {""result"": function_response_parts}

        function_response_part = types.Part.from_function_response(
            name=tool_use_id,
            response=function_response,
        )

        function_response_content = types.Content(
            role=""tool"", parts=[function_response_part]
        )

        return function_response_content",false,        if result.isError:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ id ): (' id '): '): '): '): '): '): '): '): '): '): '): '): ): ): ): ): ): ): ): ): ): ): ):,100.0
"def load_user_config():
    
    [IF_MASK]
        file_content = open(f'{args.model_dir}/config-user.yaml', 'r').read().strip()

        if file_content:
            user_config = yaml.safe_load(file_content)
        else:
            user_config = {}
    else:
        user_config = {}

    for model_name in user_config:
        user_config[model_name] = transform_legacy_kv_cache_options(user_config[model_name])

    return user_config",false,    if Path(f'{args.model_dir}/config-user.yaml').exists():,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( name , Ġ' name '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '): '):",100.0
"def shopping_get_sku_latest_review_author(sku: str) -> str:
    
    header = {
        ""Authorization"": f""Bearer {shopping_get_auth_token()}"",
        ""Content-Type"": ""application/json"",
    }
    response = requests.get(
        f""{SHOPPING}/rest/V1/products/{sku}/reviews"", headers=header
    )
    assert response.status_code == 200
    response_obj = response.json()
    [IF_MASK]
        return """"
    author: str = response_obj[-1][""nickname""]
    return author",false,    if len(response_obj) == 0:,"ĠĠĠ Ġif Ġnot Ġisinstance ( self . get _ name , Ġ"" 0 "":",100.0
"def __init__(self):
        
        self.reader = None
        # Determine best available device
        self.device = ""cpu""
        [IF_MASK]
            self.device = ""cuda""
        elif (
            hasattr(torch, ""backends"")
            and hasattr(torch.backends, ""mps"")
            and torch.backends.mps.is_available()
        ):
            self.device = ""mps""
        logger.info(f""OCR processor initialized with device: {self.device}"")",false,        if torch.cuda.is_available():,"ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ name , Ġ"" name '): '): ):",100.0
"def add_tool(
        self,
        fn: Callable[..., Any],
        name: str | None = None,
        description: str | None = None,
        annotations: ToolAnnotations | None = None,
    ) -> Tool:
        
        tool = Tool.from_function(
            fn, name=name, description=description, annotations=annotations
        )
        existing = self._tools.get(tool.name)
        [IF_MASK]
            if self.warn_on_duplicate_tools:
                logger.warning(f""Tool already exists: {tool.name}"")
            return existing
        self._tools[tool.name] = tool
        return tool",false,        if existing:,"ĠĠĠĠĠĠĠ Ġif Ġnot Ġself ._ is _ name : ( self . name , Ġ' name '): '): '): '): ): ( self . name '): '): '): '): '):",100.0
"def cleanup_temp_files(self):
        
        try:
            for part_index in list(self._part_working_dirs.keys()):
                self.cleanup_part_working_dir(part_index)
            [IF_MASK]
                logger.info(f""cleanup temp files: {self.working_dir}"")
                shutil.rmtree(self.working_dir)
        except Exception:
            logger.exception(""Error cleaning up temporary files"")",false,            if self._is_temp_dir:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġself ._ path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path,100.0
"def print_validation_result(result: dict, rel_path: Path):
    
    print(f""\nValidating: {rel_path}"")
    [IF_MASK]
        print(f""Error: {result['error']}"")
    else:
        print(f""Duration: {result['duration']}"")
        print(f""Sample Rate: {result['sample_rate']} Hz"")
        print(f""Peak Amplitude: {result['peak_amplitude']}"")
        print(f""RMS Level: {result['rms_level']}"")
        print(f""DC Offset: {result['dc_offset']}"")

        if result[""issues""]:
            print(""\nIssues Found:"")
            for issue in result[""issues""]:
                print(f""- {issue}"")
        else:
            print(""\nNo issues found"")",false,"    if ""error"" in result:",ĠĠĠ Ġif Ġnot Ġos . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path . path .,100.0
"def get_api_key(self, context: SkillContext) -> Optional[str]:
        
        # Check agent config first
        agent_api_key = context.config.get(""api_key"")
        [IF_MASK]
            logger.debug(f""Using agent-specific Venice API key for skill {self.name}"")
            return agent_api_key

        # Fallback to system config
        system_api_key = self.skill_store.get_system_config(""venice_api_key"")
        if system_api_key:
            logger.debug(f""Using system Venice API key for skill {self.name}"")
            return system_api_key

        logger.warning(
            f""No Venice API key found in agent or system config for skill {self.name}""
        )
        return None",false,        if agent_api_key:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( self . is _ name ): ): ): ): ): ): ): ): ): ):,100.0
