Input provided to the model,Whether the prediction is correct (true/false),Expected if condition,Predicted if condition,Prediction score (0-100)
"    def analyse_text(text):
        if text[:7] == 'Index: ':
            return True
        [IF_MASK]
            return True
        if text[:4] == '--- ':
            return 0.9
",false,        if text[:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ type : ): ( self . is _ type ): ): ):,100.0
"    def analyse_text(text):
        for start in (""\\documentclass"", ""\\input"", ""\\documentstyle"",
                      ""\\relax""):
            [IF_MASK]
                return True
",false,            if text[:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self , Ġ"" name '): path ): path '): path '): path '):",100.0
"    def _handle_sourcecode(self, match):
        from pygments.lexers import get_lexer_by_name
        from pygments.util import ClassNotFound

                        
        yield match.start(1), Punctuation, match.group(1)
        yield match.start(2), Text, match.group(2)
        yield match.start(3), Operator.Word, match.group(3)
        yield match.start(4), Punctuation, match.group(4)
        yield match.start(5), Text, match.group(5)
        yield match.start(6), Keyword, match.group(6)
        yield match.start(7), Text, match.group(7)

                                             
        lexer = None
        [IF_MASK]
            try:
                lexer = get_lexer_by_name(match.group(6).strip())
            except ClassNotFound:
                pass
        indention = match.group(8)
        indention_size = len(indention)
        code = (indention + match.group(9) + match.group(10) + match.group(11))

                                                                        
        if lexer is None:
            yield match.start(8), String, code
            return

                                             
        ins = []
        codelines = code.splitlines(True)
        code = ''
        for line in codelines:
            if len(line) > indention_size:
                ins.append((len(code), [(0, Text, line[:indention_size])]))
                code += line[indention_size:]
            else:
                code += line
        for item in do_insertions(ins, lexer.get_tokens_unprocessed(code)):
            yield item
",false,        if self.handlecodeblocks:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ name ): ( self . is _ name ): ): ):,100.0
"    def is_in(self, w, mapping):
                   
        p = bisect(mapping, (w,))
        [IF_MASK]
            if mapping[p-1][0] == w[:len(mapping[p-1][0])] and               mapping[p-1][1][:len(w)] == w: return True
        if p < len(mapping):
            return mapping[p][0] == w[:len(mapping[p][0])] and                   mapping[p][1][:len(w)] == w
        return False
",false,        if p > 0:,ĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ key ( self . is _ key ): ( self . is _ key ):,100.0
"    def get_tokens_unprocessed(self, text):
                                                            
                                                                  
                            
        for index, token, value in            RegexLexer.get_tokens_unprocessed(self, text):
            if token is Name.Other:
                [IF_MASK]
                    yield index, Keyword, value
                elif self.is_in(value, self._opt) or                     self.is_in(value, self._aut):
                    yield index, Name.Builtin, value
                else:
                    yield index, Text, value
            else:
                yield index, token, value
",false,"                if self.is_in(value, self._cmd):","ĠĠĠĠĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġself ._ value Ġis ĠNone : ( value , Ġ' value '): value '): ( value '):",100.0
"    def save_indent(token_class, start=False):
                                                
        def callback(lexer, match, context):
            text = match.group()
            extra = ''
            [IF_MASK]
                context.next_indent = len(text)
                if context.next_indent < context.indent:
                    while context.next_indent < context.indent:
                        context.indent = context.indent_stack.pop()
                    if context.next_indent > context.indent:
                        extra = text[context.indent:]
                        text = text[:context.indent]
            else:
                context.next_indent += len(text)
            if text:
                yield match.start(), token_class, text
            if extra:
                yield match.start()+len(text), token_class.Error, extra
            context.pos = match.end()
        return callback
",false,            if start:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . path , Ġ' type '): '): path '): path '): path '):",100.0
"    def parse_block_scalar_empty_line(indent_token_class, content_token_class):
                                                      
        def callback(lexer, match, context):
            text = match.group()
            [IF_MASK]
                    len(text) <= context.block_scalar_indent):
                if text:
                    yield match.start(), indent_token_class, text
            else:
                indentation = text[:context.block_scalar_indent]
                content = text[context.block_scalar_indent:]
                yield match.start(), indent_token_class, indentation
                yield (match.start()+context.block_scalar_indent,
                        content_token_class, content)
            context.pos = match.end()
        return callback
",false,            if (context.block_scalar_indent is None or,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . path , Ġ"" path ): path '): path '): path '): path",100.0
"        def callback(lexer, match, context):
            text = match.group()
            extra = ''
            if start:
                context.next_indent = len(text)
                if context.next_indent < context.indent:
                    while context.next_indent < context.indent:
                        context.indent = context.indent_stack.pop()
                    if context.next_indent > context.indent:
                        extra = text[context.indent:]
                        text = text[:context.indent]
            else:
                context.next_indent += len(text)
            [IF_MASK]
                yield match.start(), token_class, text
            if extra:
                yield match.start()+len(text), token_class.Error, extra
            context.pos = match.end()
",false,            if text:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . path , Ġ' path '): '): '): '): '): '):",100.0
"        def callback(lexer, match, context):
            text = match.group()
            if context.indent < context.next_indent:
                context.indent_stack.append(context.indent)
                context.indent = context.next_indent
            [IF_MASK]
                context.next_indent += len(text)
            yield match.start(), token_class, text
            context.pos = match.end()
",false,            if not implicit:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . is _ type , Ġ"" type '):",100.0
"        def callback(lexer, match, context):
            text = match.group()
            [IF_MASK]
                if len(text) <= max(context.indent, 0):
                    context.stack.pop()
                    context.stack.pop()
                    return
                context.block_scalar_indent = len(text)
            else:
                if len(text) < context.block_scalar_indent:
                    context.stack.pop()
                    context.stack.pop()
                    return
            if text:
                yield match.start(), token_class, text
                context.pos = match.end()
",false,            if context.block_scalar_indent is None:,"ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġisinstance ( self . path , Ġ"" s '): '): path '): '): '): '):",100.0
"    def delete_model_instance(self, model_name, model_keys):
                   
        model_instance = self.find_model_instance(model_name, model_keys)
        [IF_MASK]
            return False
        self.db_session.delete(model_instance)
        self.db_session.commit()
        return True
",false,        if not model_instance:,ĠĠĠĠĠĠĠ Ġif Ġself . is _ name : ( self . is _ name ): ): ): ):,100.0
"    def convert(self, model, mapper, prop, field_args):
        if not isinstance(prop, sa.orm.properties.ColumnProperty) and               not isinstance(prop, sa.orm.properties.RelationshipProperty):
                                                                  
                                                 
            return

        if isinstance(prop, sa.orm.properties.ColumnProperty):
            if len(prop.columns) != 1:
                raise TypeError('Do not know how to convert multiple-'
                                'column properties currently')

            column = prop.columns[0]

                                 
                                                                
                                               

            default_value = getattr(column, 'default', None)

            if default_value is not None and                    not callable(default_value.arg):
                                                                
                default_value = default_value.arg

            kwargs = {
                'validators': [],
                'filters': [],
                'default': default_value,
            }
            [IF_MASK]
                kwargs.update(field_args)
            if hasattr(column, 'nullable') and column.nullable:
                kwargs['validators'].append(validators.Optional())
            if self.use_mro:
                types = inspect.getmro(type(column.type))
            else:
                types = [type(column.type)]

            converter = None
            for col_type in types:
                type_string = '%s.%s' % (col_type.__module__,
                                         col_type.__name__)
                if type_string.startswith('sqlalchemy'):
                    type_string = type_string[11:]
                if type_string in self.converters:
                    converter = self.converters[type_string]
                    break
            else:
                for col_type in types:
                    if col_type.__name__ in self.converters:
                        converter = self.converters[col_type.__name__]
                        break
                else:
                    return
            return converter(model=model, mapper=mapper, prop=prop,
                             column=column, field_args=kwargs)

        if isinstance(prop, sa.orm.properties.RelationshipProperty):
                                                                   
                                                      
                                                                      
                                                                
                                                                      
                                                        
                                                                      
                                                                

            local_column = prop.local_remote_pairs[0][0]
            foreign_model = prop.mapper.class_

            if prop.direction == sa.orm.properties.MANYTOONE:
                return sa_fields.QuerySelectField(
                    prop.key,
                    query_factory=_query_factory_for(foreign_model,
                                                     self.db_session),
                    allow_blank=local_column.nullable)
            if prop.direction == sa.orm.properties.MANYTOMANY:
                return sa_fields.QuerySelectMultipleField(
                    prop.key,
                    query_factory=_query_factory_for(foreign_model,
                                                     self.db_session),
                    allow_blank=local_column.nullable)
",false,            if field_args:,ĠĠĠĠĠĠĠĠĠĠĠ Ġif Ġnot Ġself . is _ name : ( value ): ( value ): ( value ): (,100.0
